sha1,text
79da9b7bfc2b4cdca0666e91047ca62dfb62ac20,"in the 2005 belarusian premier league , dinamo minsk had a higher position than dinamo minsk ."
eb758abc9deaeda9999d82ea7267247585fcd402,"in the 1992 season , the 2nd highest attendance was on october 21st ."
0989574a7f8cdb03472e74313b08f0e8c2838863,james calado finished higher in the formula renault 2.0 winter series than in the british formula renault 2.0 winter series .
42e782af7032ab983402012b2a2de001b0bdc978,the average number of points dirk raudies scored in his career is 1.5 .
3bdfcc8852395919f4437f7c65d8956d24f769fd,"in the 2008 - 09 detroit red wings season , among the games where detroit was a visitor , two of them drew more than 200,000 people ."
a6146882ddcb3843188ec4b60b153367b26785a9,empty .
7627738b57e48911bbc6f9054f251edd85e824e5,"in 2011 , the 2nd highest per capita for south american countries was for argentina ."
6e29028860bb9439807f1f5f4a434fdd7f2182ec,three of the longest serving soap opera actors are from the archers .
64342aafb2227a50ae1c0d10db9d8b108c199009,1954 was the only year that mary ayulo drove for the coast grain team .
125a4606c10c45e3db4501c4b1a37c6161c3dd0c,the school in the northern nevada 4a region with the second highest enrollment is hug .
c2ba4837aa98451a59e94f8735b78061cd0d27b4,the average finish position for the hughes hall college boat club was around 45th .
e63b1c5e93dbb0e1028c7a7de4177c3ba4bd82b4,the city with the second highest population in east asia is busan .
5aa424edaf6168b719cbcf59aaf1dbd3ad727b5b,episode 5 had the second highest ratings of the show rev. .
cd7d1ce12592ff99d8a6287b5f85d1575e8347a3,"in the list of european ultra prominent peaks , the 2nd highest elevation is sahlene peak ."
f1fa7fbd12c63d80c18b9238582622d921eab00f,"in the washington redskins draft history , mark sens was the only player that was drafted by the dakota state college ."
1ce8132a2a839b7249bfa7a168e1874ce620ea3d,"for the fiba eurobasket 2007 squads , the 2nd tallest player was joseph gomis ."
5591d23298eb40c1340c0dd927b4fdd13c13080d,there were 6 game venues used during the 1934 vfl season .
76c8fdf6c0976007340c259e4b0b5e5081bdaf5e,a total of two powerade tigers all-time players were acquired by the free agency .
bb7ab14529a20d68d8fbd483ddd9a6705c31c675,yuki takahashi finished with a total of 3 podiums in his career .
4e23b979e5e7783ae56424bc0e58c91b0a2665cb,the mcg venue recorded the highest crowd participation during the 1979 vfl season .
300f02141c95da7eb6c3e482ac027f6f3d1d668a,there were 6 game venues used during the 1967 vfl season .
bf7bdb7e00613fab16f009a37edf28c6ff0107f1,the average number of champions for croatian bol ladies open is about 3.5 .
aff1725ba97cbf730585d56a2fa330e882a95f5e,the majority of clubs in the taça de port had more than 100 fixtures .
75899a4ca6b14cb745a94cc165140586f8221468,empty .
a4b3badfc381f7709d5595910039ee130ca02dd3,"in the 2005-06 philadelphia flyers season , among the games where philadelphia was a visitor , 2 of them had attendance over 20000 ."
75fe8178634d74fddf78f716f6144a0beec80497,"in the croatian bol ladies open , laura golarsa magdalena maleeva was the only one to be runners-up ."
3fa81bfee02ad1c7ec660864eda2402a2065341a,the average speed of the riders in the 2007 manx grand prix was around 100-200 mph .
4e1f19ab9d0c4eabd4f963416d21e975961e9310,"in the list of european ultra prominent peaks , moldoveanu peak is the only one with a elevation of over 3000 meters ."
c18369e13e4120108ce6f0f5acbe1be3b232933d,"in the 2007 pan-am games , bruno brandão lifted more weight than pedro stetsiuk ."
5110727b61c6c4ce82142a3d8f8a79e31b0f83cd,"in the list of tallest buildings in chile , the only one with less than 40 floors is santiago ."
124821cf4232a8f1a3a6f3f067163eddc7a82694,the ebf cooperative bank maiden stakes was the only race where the margin was 1.5 .
aa4d884bf9b6191aefbc238c5e90598ad7717e37,season 5 was the only season of the m * a * s * h ( tv series ) that had less than 5 million households .
59bf98c5115220daba5b00b16d16085c572ff1ef,"in the grand tour ( cycling ) , bernard hinault had the highest number of total ."
9eee891917034ab9634ec8c4e7fdbbddd089486e,"in the 1933 vfl season , the only time the venue was windy hill was when the home team was richmond ."
5ee91c8c6de835960431deb52f0fed6d912876cb,the game on june 4 had more people in attendance than the game on june 4 .
a6bc57d08a6befb9617e781ef56a09718ea106f2,james calado had a total of 4 podiums in his career .
6f5171b232a42fbb03613d78a06d6607f7441334,empty .
f592ad0dbe5f889f093f6c7d8d9551cc7168fdb9,three of the cinema and movie theaters chains in oklahoma city have less than 20000 screens .
70b5fd78a894c12bba05d624cdde046151274152,rex caldwell 's highest number of wins was in the us open .
ccdfcae6fc601bd478d3a105c6a59e1ed408c5b6,"in the 2000 eurovision song contest , sweden 's highest number of points was for vi lever här , vi lever nu ."
46487d8b9fa2ed6c3af07b2d2b6c9238cd57a33d,the average number of televotes for macedonia in the eurovision song contest in 1998 was about 15 televotes .
08f3e65bb03a627bb3d299322894690b4cb7d4cb,"in the 1975 formula one season , the 2nd earliest race was the british grand prix ."
e6a326b44353138081fc99ba88c9ae5cb8e217a3,"in the 1961 fil world luge championships , the only team to win 3 gold medals was west germany ."
dd2491ab78dc3c78c6ad315fa0df6e01b2891d01,the average score of the teams in the fahed attal is 1.5 .
ce96d5a6865434d23a881ab3057043c3936a6137,the second highest number of viewers for channel one was for the show warehouse 13 .
f63abf957a2b98cf9cd96856c74c0e9cc90c5988,empty .
849d89e1ae091cecf60f3d02e2663a0c01942921,there were 6 game venues used during the 1979 vfl season .
d12c1d668e4128b4ae16f1bbcde72ee1d26a8f8e,"scola , luis luis scola is the only player on the all-time roster from argentina ."
0afc6837797a116880c282a39b77c2c79ff4a6ee,two of the clubs in the 2007 lff lyga had more than 10 wins .
7435dacd53fa22f5432a8ec52d7b7c8ca22c9c4b,empty .
b20cb1a6852f956909f6103f69601afad99ed4c0,the majority of extreme engineering projects are under construction .
e36a15a2dfdf177551c78cf7f5dd985c7c46919a,"in the 1939 vfl season , among the games where home team scored above 15.00 , two of them had attendance above 15,000 ."
c2c2f158b0f4a2aebb17d2e9a3da23001ae75493,"in the ohio river valley - western indiana , the school with the highest enrollment is frankfort ."
efa83d446efcb24605b31b9863f21c21fd46101c,mario mandžukić scored more goals in the 2010 world cup qualification than in the euro 2012 qualifying qualification .
4e2d0750d120c8cc9fc618c103ec7ca2b61f4e6b,the majority of extreme engineering projects are under construction .
4a71accd552c0292547c9c875ba39eaee10a1e13,the game of the year for the playstation 3 is the only game of the year for the playstation 4 .
4145664f789da71bf47a5335ee9d894faa848d44,empty .
0396b15d31a6e4c1bd96fa0b83718ff14e082340,produkt 28 was the only song in the 2008 eurovision song contest that had less than 10 points .
551fb83ca646136f21347e63d0bc5a3878322723,terry alderman is the only player who played in more than 500 matches .
5410873ba3eab8d15902d044f103e18a243d87cc,there were three occasions where marc surer drove with a cosworth v8 type engine .
ce83b72fefd8db63dbd75936f551324a1fd92604,2012 was the only year in which the winner 's share for canon open was 150000000 .
370ca6df1bdd06d1f3212abf4e6718b2648998f4,"for the show coming of age , the 2nd longest episode was titled "" hannah job "" ."
2061baa146a8e1df44f6f682a80435e3bec86d4d,jean - philippe belloc completed more laps in the viper team than in the dnf team .
4c6e1f44652edc06fd4d15284f3c4a2c2ecbf880,bill gallagher wrote most of the episodes of lark rise to candleford .
28fb7ec989831f44037c19b7ef68b6fef06d1df9,"in the outline of hungary , békéscsaba is the county with the highest population density ."
e0371b3044dca224b4c6fa09bd67385b2cb2e26a,"in the ohio river valley - western indiana , the 2nd largest size is for orleans ."
6fb8965d498e7727a7edc8a146f08752bd47b587,"in the administrative division of the second polish republic ,"
af44a9003b8bd0839e18614ef68851845b3a0e58,the average number of goals for players in the top ten of the afl records is 145.5 .
7a4dbef93d281c92a25e96380cfb6af9c20ba547,all teams which participated in the 2003 paraguayan football season games each played 9 matches .
effde8f2e7dbe31130950b49d399f06c83fb25ba,the average reaction time for the athletes in the men 's 400 metres is 0.08 .
e6ec51e5eeafc505d095d2d63ac0574013dc17c3,"in the 1816 house of representatives elections , two of the incumbents were re-elected ."
028a7f47c30d1522f9b5b5eb389c7f544acb34b1,the average rank that johnnie parsons had was a rank of around 140 .
9d54c63d726dffd53faca460034e7b31d747ddb4,"in the women 's double sculls at the 2008 summer olympics - women 's double sculls , the 2nd fastest time was for annekatrin thiele , christiane huth ."
e4a5d1417045ecd0d9277c18c229d01cdc1c7b5a,there were 3 more deaths in dinas colliery than in ferndale no 1 pit .
f57f5919480ae2e1a763fecc40c6f01b0b597d3b,the
3008988a10b515d1bedb3d9636637c9bf4926d26,in the list of asian and pacific countries by gdp
f58817591d9cbb8146f15d8fa2c75e2132168e6b,the average issue price of the royal canadian mint numismatic coins ( 2000s ) was 15.95 .
515511d38a9695c8aaa1d3e8561b6eec0e275f4a,"the game played on february 18 , 1990 had the highest attendance of all the games ."
851783b4160abcdcc6029feef58fbdaf18facd0e,"in the 2010 afc champions league , saudi arabia was the only team to score over 300 points ."
0b8de4d4fc5afdea96e661fa3e37fbc82707e1b4,"for the combined scottish universities ( uk parliament constituency ) , when the 2nd member was dugald mccoig cowan , there were 2 times when the 2nd member was sir george berry ."
31212dbc6b646cec1d5017116bc0a4647f8f7c93,"for the warship naval campaign of the war of the pacific , the warship magallanes had the 2nd highest speed ."
cccf8f5756b1858ee4b67ca87d9f8744fe364856,tom weiskopf had an average of around 15 wins in tournaments played .
f1ab651b3ba045772d38fae994f8d1f521840265,"in the 1993 pba draft , among the players from the phillippines , two of them were picked before dwight lago ."
15b8fdcb0c8f1c5fba6564370d41143b3c23ff54,empty .
fc6083b5c3676d6fed978ff2adaffdc720de07b0,jean - philippe belloc completed a total of 531 laps in his career .
7188bddac3151673e360e834b0c3b5fb96ace1d7,"in the 1963 icf canoe sprint world championships , soviet union won more medals than east germany ."
d1a64f7a1668d8c1636805281d1cfaecf9f28fd9,empty .
9d137fb2b4a4740b0132489fb4eedee67015ef16,the murphy family and the simpson family were the only ones to air in 2011 .
8d29fab8f51e7a7d9457f381a8ec8fd72ed73c1f,the x5 - 133 adw model has the highest voltage of the am5x86 models .
af5ea9ce9fcf646255f8213d9e62426a3c76ed08,the 2001 season was the only season that saw a total attendance of over 10000 .
1cddfbaa2c3a4b786c340bc2ad44c1ec1edb38be,1974-75 was the only season in which the binghamton dusters won .
fb7000b3aa5eb3cd47562eaf853c2b296dff35ad,the average weight of the athletes at the 2010 asian games was around 5-6 kg .
0058b990de54f598f8b7b5f3b48f6789ca99dcd8,the 2005 tournament was the only one held in australia .
c603f1f8fb19fd7366658964faa81f4552f67a35,there were 6 game venues used during the 1978 vfl season .
8b23a4aead4f9169faeaa4ab72c080d8747a4f83,michael doyle had the 2nd highest total in the 2006 - 07 coventry city f.c. season .
32e7b9852d0f6072e5aeda9bf9e73717b403159a,"in the 1960s , the only participant from norway was hallgeir brenden ."
ecaf0412b11134b806d7f1f642e9cfbaf8c920ab,"in the 1967 vfl season , among the games where home team scored above 15.00 , two of them had attendance above 15,000 ."
e084184003f4c304379b79dd930901bea6a047e3,the social democratic party recorded the 2nd highest amount of votes in the 2011 election .
32a260acbd2aa77297ae7973959eadad781b43a7,most of australian submissions for the academy award for best foreign language film were not nominated .
286877bb40b64abfbc7940f7b18545880aeda855,"in 1969 , mark donohue drove a total of four times for penske ."
2ee8f5e0b4ab77464e0a4720d9db2d7b33cfde77,all of the teams in the 2008 paraguayan football league had less than 100 points .
656f898abee8de12c222ae4bdff175e7a734e5a3,"in the administrative division of the second polish republic , the only one with a population in 1000 is the city of warsaw ."
231025bfddebae208222374e34b8ff4d42805aea,"in the 2010 - 11 los angeles lakers season , the 2nd highest attendance was on april 4th ."
ca1bac0e079c5de1963e76a860ff2730644c900b,"in the 1949 vfl season , among the games where home team scored above 10.00 , two of them had an attendance above 15,000 ."
7964b721ecd0167e5d9534cefddabc4daa367102,empty .
fe72d1a269f2f9bd7cde1601349c4951a66f84e1,"in the 2005 houston astros season , the 2nd highest attendance was on june 24th ."
5218a18db362847652c4d521887aceae581f9b3d,season 5 was the only season of the week where there was only one episode .
74bdd831ccd6f13f4eafdb541e3348314953252a,the average number of losses for auburn tigers football is 1.5 .
d35ea07af08b8f4237d245470e2beec9f51ab41f,most of claudia porwik 's matches were played on a clay surface .
79a87913b8ca843cd0328c6d3ca4e6705b8ae239,the croatian bol ladies open was the only competition in which alexia dechaume alexandra fusai was the champion .
52acd71b1aa59d18bcab7547d9f63ae78ae23633,the average year for the hoosier athletic conference is 1947 .
daf5bfadc603782629af99d04a1301d6696a01f2,the argentine grand prix was the only race in the month of january .
15fb2b3361baa6c48a77a64856f11c2d79b02667,the total winner 's share for the canon open is 150000000 .
faa160db971d2e285cea5b80d146e34d23f0037f,the earliest release of the album modern guilt was in the country of canada .
618e6dc7c7d5b4f03176114bddf9eec0d200f02f,bob stinson was the only player signed by the los angeles dodgers in the 6th round .
6bb3612c4c96808a48ef62339d4f9ed760ab87b0,"the game on october 19 , 1958 had a higher attendance than the game on october 19 , 1958 ."
ce6a69fdcdf910d72a5d3ac72a1d93876d3daa6e,the average number of floors of the buildings in boston is 1.67 .
5b5a4d2201a7842f381247d60fffde7ec9e937ea,"in the 2008 chicago bears season ,"
982cfb25cf21b0508e31944aa94a1d992c61ee4e,the average hpfs of the microsoft windows versions is around 2.5 hpfs .
6d4cc0b3662e6ff39e5db911d4eaccadd0fe5c05,"in the 1963 all - ireland senior hurling championship ,"
3866ddafe55247c63f79c4cc1771f8ff6eaa63a3,the players in the 1979 - 80 new york rangers season had an average of around 5-6 picks .
12c0d475d8f563cbb4c31b628cf210b3bb6c6b3c,"the bausch & lomb place is the only building in rochester , new york that is at least 400 feet tall ."
9f4da56adb1ddda716bba4b901a9a1e5641a9f78,there were 6 game venues used during the 1934 vfl season .
1a4610275faffd0afcf54aad272cfc5033f76f17,"in the 1990 masters tournament , of the players from the united states , the only one with a -5 to par was lanny wadkins ."
97a079bf1b88af1e372fe990482c8b4c4e842835,"in the 1974 vfl season , among the games where home team scored above 10.00 , 2 of them had a crowd of over 20,000 ."
fe3fd61b1facab7ebe00d341db96cc9d28047264,empty .
81606c91fcc49d713478ca3c192ae23cf46350b2,there were four tennis tournaments played on a clay surface by claudia porwik .
44c99f7e58c788b2bbe7fc1f0ce51699417e042a,"for the warship naval campaign of the war of the pacific , the 2nd highest number of horses - power was for the warship magallanes ."
ba2a5ca9f9a2b67313b912662225c98591440001,the majority of greg jones ' matches were played on a hard surface .
0d06a59838503eb02cae979793a66fba6a7705a2,the philadelphia eagles lost most games in the month of october during the 1979 season .
35564d6a7a4936ff0b30341917be16d060dd87a6,the social democratic party received the highest amount of votes in the 2011 election .
82e115e87c3494ec34df4bbad66ae2afeb6b6f15,six of the managers left a mutual consent type contract .
a4ebb66f624a095eb71814f929ef0de12c5b3a60,mount aspiring / tititea has the 2nd highest elevation of all ultras of oceania .
d58f88ff28479f9b4a19531fef4e3ded34685d8f,"in the 1973 world championship tennis circuit , mark cox won more points than marty riessen ."
52e096c9fc938d6ca315e24597a06741d9919563,"the second earliest tournament that saori obata played in was in fukuoka , japan ."
5a08f024c44a93a263bfc1df0321702bb539c962,the average number of years of playing for the florida collegiate summer league is 3.5 .
b709a3a5bb75cadbf013760c72aef6cf88b634a4,the schools in the great northeast athletic conference have an average student enrollment of 1244 .
bd977e4c6f6c74ff6d0d3fb816c2541ab2c213ef,two of sanya 's districts have a population of over 10000 .
6d26facdd350fba58a8e0db7b0272d3c3a4bc010,the taça de portugal had the highest number of fixtures in the month of january .
3737128c962aedf619d5a48c6e2d05b9ee31ba63,the average number of points received by sweden in the 1997 eurovision song contest was about 2.5 .
ea4afa2ca5d34a37046b91bb97e02b2f8f3e194e,empty .
95985650679570735e2ff64899b79ae2a81dfa4d,bridget jones was nominated for awards for films renée zellweger did not win .
72b5dedbf98bf6eec15ff5791264650bfa002d18,"in the 1984 u.s. open , the player with the highest number of strokes is tim simpson ."
65e2edd5364996074083bfcfc7d7ff3ba154e544,"in the 1992 season , the 2nd highest attendance was on october 21st ."
71e60bc96552bc51dd98b47df0290bc233aae2f4,the game played on may 24 drew the highest crowd attendance in the 2008 - 09 detroit red wings season .
c3d6dc805261da3ce8896771c6a2e8cb7bed8687,marty reid was the lap-by-lap commentator for the napa auto parts 200 race .
c88456b7a46aaf31b4fb85b8df1e4e8e37411582,the majority of museums in montana do not have an education program .
f982696150d39013a23afdc3e87e712befe4dbda,there were 6 game venues used during the 1966 vfl season .
64c066e08fa9c90adee7183213073fca0949581b,derek daly drove for ford cosworth dfx for the majority of years he raced .
fc6d0cf3cf93c4f0635659bebf3168aca84db030,"in the southern collegiate roller hockey league , the 2nd highest number of points was in 2012 ."
11d7eb07c2354c7454b07a8d7f35f7c494ac39e5,"the town with the highest population in kings county , new brunswick has the second highest population among towns with a population over 200 ."
72d9cdb94c23d7e812b76c34c3adfa574fcf4858,the 1990 world group i was the only team to play on a clay surface .
e51f3c373461079771b5628c98f58a99b36745c7,"in the northland conference ( ihsaa ) , among the schools that left independent , 2 of them joined in 2008 ."
11fee5b70a5e1c6cc15e8a69f9c18fa70c877892,the average apparent magnitude for ngc 5001 - 6000 is 12.5 .
b426b8b216095bc00e4cb507d4d86afdc16dfca8,empty .
be7b8905e9acd336a87cba11583320d9334c2136,"in the 2007 - 08 football league one , lee sinnott was the only manager who left due to mutual consent ."
fcdcca074c6c0bfab8c9702ff8b19bf1598a7c9c,most of the incumbents in the 1924 united states house of representatives elections were from the democratic party .
a0adcd037681697e6ac7ed204d785685b87ccde3,charl schwartzel 's highest number of wins in a pga championship is 0 .
65d1bc053c300239c081675d59cd14ccc3f9f19b,the majority of reg parnell 's chassis are brm ltd .
c6c37914ed5dbb5f5b0174949bd382f0a0eb5d08,the only player on the powerade tiger all - time roster that played for the bong hawkins was rudy hatfield .
b22af99d75e43381de328801e36e286b202b3dd2,the chargers only managed to have one win percentage .
6ea4ac48d3a9c7c0fe4d97e6a146023791744741,alvin mckinley was the only player that was drafted by the 2000 carolina panthers .
e241df8ac47d497a90edf2620ad64f07397398aa,jul 26 - 31 was the 2nd earliest year in which a 500 festival open invitation was played .
e512cfdb7821229ee3490b620718b6f945728d4b,"in the 1978 new zealand rugby union tour of britain and ireland , the 2nd highest number of points was when the opposing team was cardiff ."
4816efaa4de04bfb9a1e05c4f42006889997b3d5,two of nordic skiing 's participants were from sweden .
fe6408ccac46ec3cceea346b836ccc7b83606909,"in the 1998 cfl draft , the 2nd to last pick was jason clemett ."
82df83554fc31ac5755d1d84d46225d1a10918a6,the highest amount of forest steppe is located in moldova .
f58eb55044738a0adb91bfef6463e64a188639bd,the average number of members for the uk parliament constituency is 3.5 .
ffc5d17d75a7ba86a6b300a41ae73d1713500ed5,for
c640be549b9d6107bd83860a08634d2744e5dd56,the x5 - 133 adh model of am5x86 has the highest voltage of all the other models .
49886396e658e865c17277e004ab17928eade90e,"in the iowa corn cy - hawk series , the 2nd earliest game was when ames was the winning team ."
bab0652f681567d9181d513ff31527300cc8b8c7,australia is the only region of the modern guilt collection that has a digital download option .
80d41d1ed0e42fb140fd83366c32d85fb4917202,"the episode of the green green grass with the 2nd highest viewership is the one titled "" here 's to you , mrs boyce "" ."
fb743e89b3d938af58b7aa5efec0409bdca18958,two of the players in the 2008 victoria cup were from nyr .
ffb3d1d24cae441ad4f799148ca08a6fbab23f91,the average student enrollment for the indiana high school athletics conference is 1167 .
a230228550d56b4142f66fe5432bc63843c5568a,"in the 1989 masters tournament , the average number of strokes to par was -5.5 ."
4b56294a30fbe03192f28d3cbc022eb264e72c7d,the average height of players in the fiba eurobasket 2009 squads is 1.92 .
feb255058cf63850631843f101daa5e94d95c5d2,empty .
dbf6a97df8a18c880bb569f3f29954a6fce794a7,empty .
767326b12c155095c41678ec01ee24d511015037,the average number of votes received by the christian heritage party of canada candidates in the 2008 canadian federal election was just over 2 .
f4a853682ca7cbed895e39bf67d09833d58900c4,"for the 2008 nascar craftsman truck series , the 2nd highest number of cars made was made by ford ."
03996e19da354f0aa9d856bea02dfefc37c159ea,empty .
f90e3f2bb4931490744156b3b8c05210a8dacbd3,there were 6 game venues used during the 1978 vfl season .
99c0d8b137d64c55abb5f16a90ee9bbdea2f83fe,all games of the 2007 - 08 minnesota wild season were played in the month of february .
db4e96a32b41e35356cc645900fb9330962133c2,the county with the highest unemployment rate is cattaraugus .
3f4588dad52971351a42e69b0610674424e67add,pipat thonkanya won most of his matches played in thailand .
b45fa872e3e4b113ed03af1f67c5fbd0434d2d30,"in the 1974 election for the united states house of representatives , charles w. whalen , jr was first elected before charles w. whalen , jr ."
7a41fca4d07f68f253bd3763c758db4444222e41,"for the quad cities radio station in the quad cities , the 2nd highest number of hours of power is for wdlm ."
2cd16e45f521b2e6acef15c7a5c61f2f8484355c,grado labs average driver - matched db in this chart is 0.1 .
c6c968bc31e4e0a08d1720136d6615b52cfb25f5,the match on 14 february 2006 was the only match that hatem aqel played in amman .
56e94738881593e5e5a8c8ba551b7268a3b60146,dan makuch was drafted by the new york rangers earlier than pat conacher .
b7564eb4b59552c568066236b7addef672ed30dd,most of marsel ilhan 's tournaments were played on a hard surface .
6241034d37bc7f8f621084f037923927ba69d76a,there were 6 game venues used during the 1944 vfl season .
62eb15f32b51017385e6434b88915271430f473e,"in the 1959 vfl season , among the games where home team scored above 15.00 , 2 of them had an attendance above 15,000 ."
034d79777c5b44c62fc1eacd7d79577358ad304e,the newbridge rfc club had the highest number of points against in the 2006 - 07 welsh rugby union season .
78f3a34ff00cd4607f2ad6ed7dfaa085e4cf4ae8,"for the fiba eurobasket 2009 squads , the 2nd tallest player was raviv limonad ."
c0096da0af28a39fc3f301d39c1ebdb3bac730c8,empty .
71c78a43e16674133a2d19a68667a0fff85bab05,most of kieron brady 's international goals were scored in the month of january .
26a1b62ac6e2d28ec85a1fcb2505d79f42feab1c,"the average population of coast counties in 2009 was just over 2,500 ."
5ce3b28a8fa637865838471716ffa96f534684e5,most of the best - selling music artists were from the united states .
826029e11885951139daf8377966cb3dce2245d4,all of the kentucky incumbents in the 1962 house of representatives elections were from the democratic party .
b3f022af7770530635b6ea1170dc56c570734a47,the new york giants lost most games in the month of september during the 1963 season .
1977b0da01dd89e3e98dd8051ce2f4e1c11d2949,the second highest number of wins occurred in the year of 1912 .
50cdf445bdf6be70e08712421e43b6dc57a79f36,the second highest number of laps that dick rathmann completed in his career was in 1958 .
9d5c9930066e231219f7d4f4bae2524342949c56,the average number of floors of the buildings in boston is 1.5 .
d1de07bec6bf49a24f6d438d9092d23112dcc98d,the 1947 los angeles rams game against the detroit lions had the highest attendance of their 1947 season .
7a73a600e58a3716e6d5c736f1527bf21ce33542,"the average score of hong yong - jo in taipei , taiwan was 1.5 ."
f877638aa87d09254403009ccdda025512fc71da,the average number of bronze medals won per country at the 1997 mediterranean games was 1 .
257297a80420eadaa53709b65561842566fd72fc,dan henderson was the only player that the san antonio spurs drafted from northern illinois college .
1c834f2c69eea87f796ca2ca8099368e6be33973,"in the 1996 atpaul haarhuis , the 2nd to earliest tournament was played on a clay surface ."
c94c9e5596961fdd0aae54283cb0fb45c8adfd0f,there were two years where randy lajoie had 0 poles .
0b4430a1ad961e6fd6002cd8eabb7e0b06afb8cc,"in the 1969 vfl season , when the home team 's score was under 15.0 , the only time the crowd was under 15000 was when the home team 's score was under 15000 ."
16543047b414fd9c0f5f12b4ef5c6e13aaa86f98,the average number of races that sheri - ann brooks participated in was around 5th place .
19b26a368242e18fec7c825f4cc95c91f61efcb9,only soybean oil has less than 100 g of total fat .
c3eaee3e1947777dea7201e582c46e68a439103a,the match on 12 december 2005 had the second lowest score of all the matches .
68353e5d60bff6c653749586f4e162d81e851ba4,"in the list of schools in the hawke 's bay region , nuhaka school has a higher decile value than kotemaori school ."
d9ab3d2d12f7eae79b9520382ff113287ea87069,the only time the auburn tigers lost was in 2012 .
b6547b551cacd93dcc5d0b36af67ac987d3f030a,the match on 13 october 2007 was the only match that ended with a 1-0 result .
b64048fb5113419ded1ccce0c86242dab7705512,empty .
0ddf072a864542b396da75457ab095bc2fb2da26,"in the list of schools in the southland region , the only one that has a coed education is the east gore school ."
098d2e3051e6e68542773f1c42e5c3785bb20da0,all games of the 1979 - 80 philadelphia flyers 's season were played in the month of march .
e282ece59297b5732a2be1a4ce92d4c68db4d752,the average number of wickets for all players in the 1969 player 's county league is about 14.5 .
90474b4489fa4db6558fc39f8ebcfa9aea56ebba,most of the events that césar cielo competed in were freestyle events .
92fcbbc7b663d2d6c9a95e665e66ee26b0f0a665,episode 11 was the only episode of drake & josh that was written by steve hoefer .
0da9bf5300f3b1be177b7df5770eae94b1d78569,the players in the turkish cup scored a combined total of 1.5 goals .
41e7a63b75ffabe4a5b7108e5b005e4144274b1b,"william f clinger , jr."
ff2a9063822d506580814d5fcb336633371568f4,"marsel ilhan 's tournament on august 20 , 2007 was the only one on a clay surface ."
48152f1fa188b5c3fa05199df7931e31b30fc274,the social democratic party received more votes than the social democratic union .
9d76a81380ae1784c558d7e6a9248fe2410de8fe,gillian anderson was nominated for awards for the x-files a total of four times .
c40240ef639bb154db86bb60e0afc1bd72a798fa,the highest number of points was for marc surer .
482c07053fd84da72bbb53618f3a03c684c68ab8,the bopulu county has a higher population than the gbarnga county .
03e8f69c92b33ddabb42f38b4fbf47e04720d807,the episode of the week with the 2nd highest number of viewers was episode 5 .
cc3c50df64eead1d08310a4ca2b70bab156c7cb7,"the average attendance in the 2008-09 manchester united f.c. season was just over 50,000 ."
a6958cebd4f2258a859cb88914926f79fb1c5e20,all games of the 1990-91 fa cup were played in the month of october .
69932970887777c0ca252efdff62af8cf6276a40,"in the 2007 - 08 kfc twenty20 big bash , when the ground is waca ground , the only time the opponent was melbourne was when the opponent was queensland ."
8bb4adbfa7fafa73400cb55ae673141452b45dc4,dave stockton 's highest number of wins was in the us open .
43bd8a60051b5d1ec8714457ac446cb45ee4838f,"in 2013 , the 2nd highest number of seasons in superettan was in the year 2012 ."
08dcd5b4a3c4d171e78de70b8ca6d05c558ef4ef,"in the 1982 detroit lions season , the 2nd highest attendance was on sept 19th ."
93658b4957a64a435f025294ad13b6580dad94e4,the player with the highest number of points was jimmy smyth .
5d6b4b7b79c71678dd246f7553420f1ad8867f1c,there are two cities with teams from four major league sports .
9986e096eac509d91da642fc2e28f793531fc9c3,empty .
65cb521dc5c342c953b18117c1cf23be725ee3cb,"in the southern collegiate roller hockey league , the 2nd highest number of points was in 2012 ."
ae956824e5bc9fd6455c7808a6470f08f716b9b1,vin weber was elected to the house of representatives earlier than bill frenzel .
164b9b3827ecf555e732c9d6fec28b0e32e47b06,empty .
ec730184263425b3aa9daf4c764d4232a9cc25a8,the majority of riders in the 2008 manx grand prix were from the 348cc k4 honda team .
3f85844ccd5007b16170c361bf4c645826306a0e,vin weber was elected to the house of representatives earlier than bill frenzel .
3f6f35151ea9b79367f4e5133f36d1c9be1f6c45,"the second highest number of callsigns for radio stations in laredo , texas are for ktkr ."
8c47cb2fb86d7cc219d92de18c3fb269e9400817,the indianapolis colts drafted a total of two players in the wide receiver position .
f2565d553e6613b581e2b325dab7f9d842220fcf,"in the 2007 - 08 los angeles kings season , among the players from canada , two of them played for the los angeles kings ."
f209ebf994a1ead04c7fec7879de38a63e8eb604,"in the 1956 vfl season , among the games where home team scored below 10.00 , 2 of them had an attendance above 10,000 ."
4888d14cb3c1ad124b0e166676f1f1a1ea67f581,"in the 2003 season of paraguayan football , among the teams with 8 wins , 2 of them had 8 draws ."
bf18bfb199f1cedfc5d28017ed9befae6c5156ac,empty .
6ce5bf7b080e6a774a9fe94b8500d1354e3891aa,the match on 16 february 2006 was the only one held in bahrain national stadium .
62f3a4d956e40c8c08ae6f97912927f6a59406a2,"in the 2004 cfl draft , the 2nd to last pick was ottawa renegades ."
975911a60d173c6576cbca9c576ceae64a6db11e,the majority of games in the 1975 denver broncos season were played at mile high stadium .
5a5c84320f834a8443468ab49be32fb6bb658ddf,"in the 2005-06 philadelphia flyers season , among the games where ny rangers were the home team , 2 of them had attendance over 20000 ."
