sha1,text
08ed57e850e073847fb8123cca6d60efc39b4e81,the itanium 2 9040 processor has the highest amount of threads per core .
99a577c024e5ce93278a00d8b9680f40fcae9171,all of the seasons of m * a s * h ( tv series ) were shown in the month of september .
9543946cb850b3735c64e0e5c939fa28f771aaa2,the average number of times the tour was the same was 1.67 .
f457dc681558567e8970da915c9b85096c4de8c2,most of the craters on venus are located in the xiang line .
81a409b8cde9a2f42fdf985aa637e584fed8da5d,ed furgol had a higher score than lloyd mangrum in the 1954 u.s. open .
55419d04f763f3f85c9118452945dc365e9eef85,the no d4279 arthur wright is the only great central railway locomotive and rolling stock that has a dark blue livery .
901ba61b635cf9c9e1f3efb8abec1c5ad02cc000,claudia hoffmann 's second position in the world junior championships was earlier than her first position .
92fdd289388a4689e75fe180057da154b9e06eb6,two of the earliest withdrawn locomotives of the southern railway were made in the year 1936 .
597e08943a38ad10fb9a4d0be03493a6ae18e167,the average erp of these wpar stations is around 724 .
b0ac5366ff3b71a45c5e4520647143b7b0df13d5,abdou is the only player in the 2007 - 08 plymouth argyle f.c. season to move to the sedan type .
fa4f3d5eba0be6b84c0c2714cd51135320e1a164,"the only place in cuzco province that had a population in 2007 less than 11,753 is saantiago ."
b84c7bd65010cea2c53524d567df5f07cf065b63,the only game in december of the espn sunday night football results in 1987-2005 was on november 20th .
cf7c868e25e796bee1ab74bbb0efbcd342d8f976,the majority of locomotives of the southern railway were withdrawn from manufacture before 1801 .
3b5682bccc124c1809cd60b1efa51071ce4e4c49,most of the buildings of chile were completed before the year 2000 .
748027879a1607c658dbed4be3ccb6079fce9a98,sommer i palma was the only song to be translated from norwegian .
58f63eca1228a074b171105a21d50ca2f6d26139,"in the 1947 los angeles rams season , the game on november 2nd was the earliest in the 1947 season ."
df6e33895715199fd34d1aa268789c8e46780c5a,"manila 's total population in 2010 was 68,253 ."
ca7e827b0c967487bfcd6d1d2129850b18e31675,"in the 2008 summer olympics - women 's double sculls , romanian participants faster than ukraine participants ."
b7255d3c7537b65e5083a7431e4bfdca55b4f180,lydia ko won the canadian women 's open with a total of 600000 in prize money .
830883e93cfafad61c486550417f638a466d29e0,exercise belgium is the only submarine that is not a submarine .
7c49eac63d1b7cb3748f9daca720735a7ec9efcc,"ashin the 1992 indianapolis colts season , ashley ambrose was the only tony mccoy player drafted ."
7a7854e9b03415b04f640f5728be65497bc6c015,"in the 2005 belarusian premier league , dinamo minsk had the highest position ."
78e7d1632d2a70a5be47abca1df13e844eb28b25,wellesley tram stop is the second earliest railway station in croydon .
a3ed8f69d84839ad6432478218c6db2d6dab2890,the majority of artists in the uk singles chart and statistics have a single week in the year 1953 .
79da9b7bfc2b4cdca0666e91047ca62dfb62ac20,"in the 2005 belarusian premier league , lokomotiv was the only team that played in the first league ."
eb758abc9deaeda9999d82ea7267247585fcd402,the toronto blue jays game played on october 22 drew the highest attendance in the 1992 season .
0989574a7f8cdb03472e74313b08f0e8c2838863,james calado had 6 wins in the 2010 season .
42e782af7032ab983402012b2a2de001b0bdc978,all of dirk raudies ' racing cars were with the honda brand .
3bdfcc8852395919f4437f7c65d8956d24f769fd,the game played on may 24 drew the highest attendance in the 2008 - 09 detroit red wings season .
a6146882ddcb3843188ec4b60b153367b26785a9,mehmet yılmaz is the only player in the turkish cup who recorded 23 goals .
7627738b57e48911bbc6f9054f251edd85e824e5,chile has the second lowest gdp per capita among south american countries by gdp .
6e29028860bb9439807f1f5f4a434fdd7f2182ec,lesley saweard is the longest serving soap opera actor .
64342aafb2227a50ae1c0d10db9d8b108c199009,1951 was the only year that manny ayulo did n't win any points at all .
125a4606c10c45e3db4501c4b1a37c6161c3dd0c,the majority of the schools in the northern nevada 4a region are in the car region .
c2ba4837aa98451a59e94f8735b78061cd0d27b4,the hughes hall college boat club 's finish position was 36th .
e63b1c5e93dbb0e1028c7a7de4177c3ba4bd82b4,there are 8 cities in the cities of east asia .
5aa424edaf6168b719cbcf59aaf1dbd3ad727b5b,"in rev. ( tv series ) , among the episodes written by james wood , 5 of them were directed by peter cattaneo ."
cd7d1ce12592ff99d8a6287b5f85d1575e8347a3,moldoveanu peak has the highest elevation of all european ultra prominent peaks .
f1fa7fbd12c63d80c18b9238582622d921eab00f,mike flater was the only player the washington redskins drafted from the colo school of mines college .
1ce8132a2a839b7249bfa7a168e1874ce620ea3d,sacha giffa was the third tallest player in the fiba eurobasket 2007 squad .
5591d23298eb40c1340c0dd927b4fdd13c13080d,the average crowd attendance for the 1934 vfl season was 16000 .
76c8fdf6c0976007340c259e4b0b5e5081bdaf5e,bakari hendrix has the second highest number of seasons in the powerade tigers all - time roster .
bb7ab14529a20d68d8fbd483ddd9a6705c31c675,yuki takahashi 's greatest achievement in a single season was in 2002-2008 .
4e23b979e5e7783ae56424bc0e58c91b0a2665cb,"in the 1979 vfl season , when the away team 's score was under 20 , there were 2 times when the crowd was under 20000 ."
300f02141c95da7eb6c3e482ac027f6f3d1d668a,the majority of the time the crowd was over 10000 people .
bf7bdb7e00613fab16f009a37edf28c6ff0107f1,the majority of these events took place in the walkover category .
aff1725ba97cbf730585d56a2fa330e882a95f5e,round 10 of the 2006 - 07 taça de portugal season featured the most fixtures .
75899a4ca6b14cb745a94cc165140586f8221468,"in the kings county of new brunswick , hampton has a larger area than the sussex corner ."
a4b3badfc381f7709d5595910039ee130ca02dd3,"in the 2005 - 06 philadelphia flyers season , the game with the 2nd lowest attendance was on october 7th ."
75fe8178634d74fddf78f716f6144a0beec80497,1995 was the only year that the runner up was mercedes paz rene simpson .
3fa81bfee02ad1c7ec660864eda2402a2065341a,the average speed of riders in the 2007 manx grand prix was 97.34 mph .
4e1f19ab9d0c4eabd4f963416d21e975961e9310,pietrosul rodnei is the only european ultra prominent peak with an elevation of 2400 .
c18369e13e4120108ce6f0f5acbe1be3b232933d,"in the 2007 pan american games , of the athletes who lifted at least 170.0 weight , most of them were from jouël mackenzie ."
5110727b61c6c4ce82142a3d8f8a79e31b0f83cd,the titanium la portada has more floors than the torre mall center .
124821cf4232a8f1a3a6f3f067163eddc7a82694,the japan cup race was closer than the buttercross limited stakes .
aa4d884bf9b6191aefbc238c5e90598ad7717e37,three of the seasons of m * a s * h ( tv series ) had a total of 18 viewers .
59bf98c5115220daba5b00b16d16085c572ff1ef,tony rominger had the highest total in the vuelta of all the grand tour cycling events .
9eee891917034ab9634ec8c4e7fdbbddd089486e,only the game between essendon and hawthorn took place in the 10000 .
5ee91c8c6de835960431deb52f0fed6d912876cb,"in the 2008 - 09 detroit red wings season , the attendance for games where pittsburgh was the home team was 17132 ."
a6bc57d08a6befb9617e781ef56a09718ea106f2,james calado had an average of 2.3 races per season .
6f5171b232a42fbb03613d78a06d6607f7441334,zach gowen was the only wrestler eliminated by pinfall after a diving headbutt .
f592ad0dbe5f889f093f6c7d8d9551cc7168fdb9,five of the film and movie theaters chains have a view count of over 1000 .
70b5fd78a894c12bba05d624cdde046151274152,rex caldwell finished in the top 25 in the masters tournament more times than he finished in the top 25 .
ccdfcae6fc601bd478d3a105c6a59e1ed408c5b6,a total of 227 points were scored in the 2000 eurovision song contest .
46487d8b9fa2ed6c3af07b2d2b6c9238cd57a33d,the average viewership in the 1998 eurovision song contest was 147968 .
08f3e65bb03a627bb3d299322894690b4cb7d4cb,"in the 1975 formula one season , among the races in the month of august , 2 of them were held in secret ."
e6a326b44353138081fc99ba88c9ae5cb8e217a3,austria was the only team to win no gold medals in the 1961 fil world luge championships .
dd2491ab78dc3c78c6ad315fa0df6e01b2891d01,the 2006 afc challenge cup was the second time that fahed attal scored a goal .
ce96d5a6865434d23a881ab3057043c3936a6137,"the episode of channel one ( uk and ireland ) titled "" warehouse 13 "" drew the highest amount of viewers ."
f63abf957a2b98cf9cd96856c74c0e9cc90c5988,"among the ar-15 variants , the lsw model has the shortest barrel length ."
849d89e1ae091cecf60f3d02e2663a0c01942921,"in the 1979 vfl season , for games where the away team 's score was less than 15000 , the average crowd was usually under 15000 ."
d12c1d668e4128b4ae16f1bbcde72ee1d26a8f8e,"short , purvis purvis short is the only player who plays the forward / guard position ."
0afc6837797a116880c282a39b77c2c79ff4a6ee,"in the 2007 lff lyga , four teams had at least 5 draws ."
7435dacd53fa22f5432a8ec52d7b7c8ca22c9c4b,the song he thinks i still care is longer than the song the pain of loving you .
b20cb1a6852f956909f6103f69601afad99ed4c0,most of the extreme engineering projects in the heydar alsa project were under construction .
e36a15a2dfdf177551c78cf7f5dd985c7c46919a,fitzroy had a higher scoring game than northmelbourne in the 1939 vfl season .
c2c2f158b0f4a2aebb17d2e9a3da23001ae75493,there are three schools in the ohio river valley - western indiana conference .
efa83d446efcb24605b31b9863f21c21fd46101c,mario mandžukić scored a total of three goals in the euro 2012 qualifying competition .
4e2d0750d120c8cc9fc618c103ec7ca2b61f4e6b,most of the heydar als subway stations in extreme engineering are under construction .
4a71accd552c0292547c9c875ba39eaee10a1e13,the elder scrolls v : skyrim was the first game of the year for the game of the year award .
4145664f789da71bf47a5335ee9d894faa848d44,"of the best - selling music artists , the album "" the black eyed peas "" has the most claimed sales among the earliest release year ."
0396b15d31a6e4c1bd96fa0b83718ff14e082340,olta boka scored the highest points of any song in the eurovision song contest of 2008 .
551fb83ca646136f21347e63d0bc5a3878322723,"in sheffield shield , of the players who are from the clarrie grimmett ( vic / sa ) , the one with the highest average is jo angel ( wa ) ."
5410873ba3eab8d15902d044f103e18a243d87cc,marc surer scored more points in 1985 than he did in any other year .
ce83b72fefd8db63dbd75936f551324a1fd92604,2009 was the only year that canon open had a winner 's share of 271 .
370ca6df1bdd06d1f3212abf4e6718b2648998f4,three of the characters in the coming of age ( bbc tv series ) appeared in more than three episodes .
2061baa146a8e1df44f6f682a80435e3bec86d4d,jean - philippe belloc was in class 1 for the majority of years he raced .
4c6e1f44652edc06fd4d15284f3c4a2c2ecbf880,the first episode of lark rise to candleford to air had the most viewers .
28fb7ec989831f44037c19b7ef68b6fef06d1df9,pest has the highest population in outline of hungary .
e0371b3044dca224b4c6fa09bd67385b2cb2e26a,mitchell has the smallest size of schools in the ohio river valley - western indiana conference .
6fb8965d498e7727a7edc8a146f08752bd47b587,"in administrative division of the second polish republic , two of the plates were before the year 1930 ."
af44a9003b8bd0839e18614ef68851845b3a0e58,the average goals scored across all players in the afl records is 146.8 .
7a4dbef93d281c92a25e96380cfb6af9c20ba547,9 teams were represented in the 2003 paraguayan football league .
effde8f2e7dbe31130950b49d399f06c83fb25ba,"at the 2008 summer olympics , the average reaction time for the athletes was .19025 seconds ."
e6ec51e5eeafc505d095d2d63ac0574013dc17c3,2 incumbents were re - elected during the 1816 united states house of representatives elections .
028a7f47c30d1522f9b5b5eb389c7f544acb34b1,"for years when johnnie parsons was in qual , there were 4 times he started in the top 4 ."
9d54c63d726dffd53faca460034e7b31d747ddb4,"in the 2008 summer olympics - women 's double sculls , the only team from new zealand to participate was fa ."
e4a5d1417045ecd0d9277c18c229d01cdc1c7b5a,the total cause of a gas explosion in rhondda is 16 .
f57f5919480ae2e1a763fecc40c6f01b0b597d3b,"in superettan , the club that has the highest number of seasons in second tier is lairskrona bois ."
3008988a10b515d1bedb3d9636637c9bf4926d26,of the list of asian and pacific countries by gdp afghanistan has the greatest gdp .
f58817591d9cbb8146f15d8fa2c75e2132168e6b,the average issue price of the royal canadian mint numismatic coins from the 2000s was 395.1 .
515511d38a9695c8aaa1d3e8561b6eec0e275f4a,the average attendance during the 1989-90 manchester united f.c. season was 45557.14 .
851783b4160abcdcc6029feef58fbdaf18facd0e,"of the teams in the 2010 afc champions league , most of them did n't play at all ."
0b8de4d4fc5afdea96e661fa3e37fbc82707e1b4,dugald mccoig cowan was the second member in the uk parliament constituency of england .
31212dbc6b646cec1d5017116bc0a4647f8f7c93,"of the wars in the pacific between 1874 and 1875 , the warship warship magallanes had the highest number of battles ."
cccf8f5756b1858ee4b67ca87d9f8744fe364856,tom weiskopf 's average winnings per tournament is 17.75 .
f1ab651b3ba045772d38fae994f8d1f521840265,"in the 1993 pba draft , zandro limpot , jr.com was the first pick ."
15b8fdcb0c8f1c5fba6564370d41143b3c23ff54,the northern line is the only london underground locomotive that is black .
fc6083b5c3676d6fed978ff2adaffdc720de07b0,jean - philippe belloc had a total of 259 laps in his racing career .
7188bddac3151673e360e834b0c3b5fb96ace1d7,"in the 1963 icf canoe sprint world championships , sweden won more bronze medals than denmark ."
d1a64f7a1668d8c1636805281d1cfaecf9f28fd9,two of the athletes were from arg .
9d137fb2b4a4740b0132489fb4eedee67015ef16,the haynes family and the potter family are the latest episode in the supernanny drama series .
8d29fab8f51e7a7d9457f381a8ec8fd72ed73c1f,the highest frequency of any of the am5x86 models is 150 mhz .
af5ea9ce9fcf646255f8213d9e62426a3c76ed08,vissel kobe 's second semi final in the year 2000 drew the highest attendance .
1cddfbaa2c3a4b786c340bc2ad44c1ec1edb38be,the binghamton dusters ' season in 1978-79 was the best in their career .
fb7000b3aa5eb3cd47562eaf853c2b296dff35ad,most of the athletes at the 2010 asian games did not advance to the quarterfinals .
0058b990de54f598f8b7b5f3b48f6789ca99dcd8,the match between ana timotić and anna smashnova was the only match that took place on a 2nd round .
c603f1f8fb19fd7366658964faa81f4552f67a35,there were 10 game venues used during the 1978 vfl season .
8b23a4aead4f9169faeaa4ab72c080d8747a4f83,"in the 2006 - 07 coventry city f.c. season , among the games that ended in 1st , 2 of them were won by dele adebola ."
32e7b9852d0f6072e5aeda9bf9e73717b403159a,thomas wassberg won the most fis nordic skiing in the 1956 season .
ecaf0412b11134b806d7f1f642e9cfbaf8c920ab,"in the 1967 vfl season , south melbourne had a higher scoring game than north melbourne ."
e084184003f4c304379b79dd930901bea6a047e3,the majority of the parties in the government of hamburg were social democrats .
32a260acbd2aa77297ae7973959eadad781b43a7,"of australian submissions for the academy award for best foreign language film , most of the films were not nominated ."
286877bb40b64abfbc7940f7b18545880aeda855,"in 1969 , mark donohue drove a total of four times ."
2ee8f5e0b4ab77464e0a4720d9db2d7b33cfde77,the average number of points for paraguayan football in 2008 was 126 .
656f898abee8de12c222ae4bdff175e7a734e5a3,warszaw was the only administrative division of the second polish republic that was located in warsaw .
231025bfddebae208222374e34b8ff4d42805aea,"in the 2010-11 los angeles lakers season , andrew bynum had the high point 17.25 times ."
ca1bac0e079c5de1963e76a860ff2730644c900b,victoria park venue recorded the highest crowd participation during the 1949 vfl season .
7964b721ecd0167e5d9534cefddabc4daa367102,"the only episode of the big c season that was aired in the month of august was the one titled "" a little death "" ."
fe72d1a269f2f9bd7cde1601349c4951a66f84e1,most of the games were played in the location of arlington .
5218a18db362847652c4d521887aceae581f9b3d,season 2 of the abc saturday movie of the week had more viewers than season 17 .
74bdd831ccd6f13f4eafdb541e3348314953252a,the average number of ties for the auburn tigers football team is 3.4 .
d35ea07af08b8f4237d245470e2beec9f51ab41f,claudia porwik has been the winner in the majority of the tournaments she played in .
79a87913b8ca843cd0328c6d3ca4e6705b8ae239,"in the croatian bol ladies open , laura montalvo was the runner up 3 times ."
52acd71b1aa59d18bcab7547d9f63ae78ae23633,1977 was the 3rd earliest year that the school in the hoosier athletic conference left .
daf5bfadc603782629af99d04a1301d6696a01f2,"in the 1975 formula one season , carlos pace was the constructor for more laps than niki lauda ."
15fb2b3361baa6c48a77a64856f11c2d79b02667,the total winner 's share in the canon open was in 2008 .
faa160db971d2e285cea5b80d146e34d23f0037f,there are 7 regions in the modern guilt format .
618e6dc7c7d5b4f03176114bddf9eec0d200f02f,richard schryer was selected in an earlier round in the 1966 los angeles dodgers season than james carter .
6bb3612c4c96808a48ef62339d4f9ed760ab87b0,"in the 1958 new york giants season , the first game they won was against pittsburgh steelers ."
ce6a69fdcdf910d72a5d3ac72a1d93876d3daa6e,three of the tallest buildings in boston have less than 30 floors .
5b5a4d2201a7842f381247d60fffde7ec9e937ea,kirk barton was the only player who attended ohio state college in the 2008 chicago bears season .
982cfb25cf21b0508e31944aa94a1d992c61ee4e,the majority of the versions of the microsoft windows are no-fat32 .
6d4cc0b3662e6ff39e5db911d4eaccadd0fe5c05,eddie keher was the only player who is from philly grimes county in the 1963 all - ireland senior hurling championship .
3866ddafe55247c63f79c4cc1771f8ff6eaa63a3,all of the players drafted by the rangers were canadian .
12c0d475d8f563cbb4c31b628cf210b3bb6c6b3c,"saint michael 's church is the only church in rochester , new york ."
9f4da56adb1ddda716bba4b901a9a1e5641a9f78,for the 1934 vfl season the total combined crowd was 21500 .
1a4610275faffd0afcf54aad272cfc5033f76f17,5 players placed in the 1990 masters tournament .
97a079bf1b88af1e372fe990482c8b4c4e842835,"in the 1974 vfl season , the crowd for collingwood was higher than the crowd for victoria park ."
fe3fd61b1facab7ebe00d341db96cc9d28047264,only 30 games were played in the 1911 brazilian football league .
81606c91fcc49d713478ca3c192ae23cf46350b2,claudia porwik played an average of 4.6 rounds in final matches .
44c99f7e58c788b2bbe7fc1f0ce51699417e042a,the second highest number of horses in the war of the pacific is recorded by the covadonga ship .
ba2a5ca9f9a2b67313b912662225c98591440001,"in greg jones 's tennis career , the 2nd to last tournament was when he was a runner-up ."
0d06a59838503eb02cae979793a66fba6a7705a2,"in the 1979 philadelphia eagles season , the 2nd lowest attendance was on september 23rd ."
35564d6a7a4936ff0b30341917be16d060dd87a6,centre - left was the only party to win only 2 seats .
82e115e87c3494ec34df4bbad66ae2afeb6b6f15,three of the managers left because their contracts were terminated .
a4ebb66f624a095eb71814f929ef0de12c5b3a60,"in ultras of oceania , the peak that has the highest elevation in meters is north island ."
d58f88ff28479f9b4a19531fef4e3ded34685d8f,"in 1973 world championship tennis circuit , of the tournaments won , the only one with over 25000 points is jan kodeå ¡ ."
52e096c9fc938d6ca315e24597a06741d9919563,saori obata 's second to last tournament was in the united states .
5a08f024c44a93a263bfc1df0321702bb539c962,the average mlb team for players in the summer league is 3.7 .
b709a3a5bb75cadbf013760c72aef6cf88b634a4,there are a total of 3284 members of the great northeast athletic conference .
bd977e4c6f6c74ff6d0d3fb816c2541ab2c213ef,the population of hedong district is lower than the population of any other district in sanya .
6d26facdd350fba58a8e0db7b0272d3c3a4bc010,september 2006 was the only round in which the clubs involved were september 2006 .
3737128c962aedf619d5a48c6e2d05b9ee31ba63,the average points earned in the 1997 eurovision song contest was 4473 .
ea4afa2ca5d34a37046b91bb97e02b2f8f3e194e,the gs1000i headphones from the grado labs are the only ones that use a circumaural bowl as a construction .
95985650679570735e2ff64899b79ae2a81dfa4d,"all of renée zellweger 's nominations and awards , were for the best actress ."
72b5dedbf98bf6eec15ff5791264650bfa002d18,hale irwin had the highest score of any player in the 1984 u.s. open .
65e2edd5364996074083bfcfc7d7ff3ba154e544,the toronto blue jays game played on october 21 drew the highest attendance in the 1992 season .
71e60bc96552bc51dd98b47df0290bc233aae2f4,the game played on may 22 drew the highest attendance in the 2008 - 09 detroit red wings season .
c3d6dc805261da3ce8896771c6a2e8cb7bed8687,allen bestwick was the lap-by-lap commentator for two different races .
c88456b7a46aaf31b4fb85b8df1e4e8e37411582,the majority of museums in montana have an associated field dig .
f982696150d39013a23afdc3e87e712befe4dbda,for the 1966 vfl season the total combined crowd was 149299 .
64c066e08fa9c90adee7183213073fca0949581b,the highest number of points for derek daly was for the judd av team .
fc6d0cf3cf93c4f0635659bebf3168aca84db030,emory had the second most semi-finalists in the sport of the southern collegiate roller hockey league .
11d7eb07c2354c7454b07a8d7f35f7c494ac39e5,"the quispamsis region has the highest population among the counties in kings county , new brunswick ."
72d9cdb94c23d7e812b76c34c3adfa574fcf4858,"the match on july 16 , 1992 was the only one in which elena pampoulova played in a hard surface ."
e51f3c373461079771b5628c98f58a99b36745c7,"in the northland conference , the 2nd to last school to join was south central ."
11fee5b70a5e1c6cc15e8a69f9c18fa70c877892,the average apparent magnitude for ngc objects ( 5001 - 6000 ) is 10.95 .
b426b8b216095bc00e4cb507d4d86afdc16dfca8,"in the fifa beach soccer world cup , the player of the tournament with the highest number of goalscorers was 2006 ."
be7b8905e9acd336a87cba11583320d9334c2136,"andy ritchie was the only manager left on april 1 , 2008 ."
fcdcca074c6c0bfab8c9702ff8b19bf1598a7c9c,most of the incumbents of the united states house of representatives elections were reelected .
a0adcd037681697e6ac7ed204d785685b87ccde3,"of the tournaments that charl schwartzel participated in , he always had no wins ."
65d1bc053c300239c081675d59cd14ccc3f9f19b,reg parnell scored a total of 3 points in the formula one world championship .
c6c37914ed5dbb5f5b0174949bd382f0a0eb5d08,reynel hugnatan is the only player in the powerade tigers all - time roster from the rookie draft .
b22af99d75e43381de328801e36e286b202b3dd2,there were two of the deccan chargers with exactly 8 wins .
6ea4ac48d3a9c7c0fe4d97e6a146023791744741,gillis wilson was the only player drafted from lester towns college in the 2000 carolina panthers season .
e241df8ac47d497a90edf2620ad64f07397398aa,billy casper was the winner three times in the 500 festival open invitation .
e512cfdb7821229ee3490b620718b6f945728d4b,"in the 1978 new zealand rugby union tour of britain and ireland , there were 5 occasions where the venue was in october ."
4816efaa4de04bfb9a1e05c4f42006889997b3d5,"in the nordic skiing competition , two of the participants were from sweden ."
fe6408ccac46ec3cceea346b836ccc7b83606909,"in the 1998 cfl draft , of the players drafted from rb , the 2nd to last pick was toronto ."
82df83554fc31ac5755d1d84d46225d1a10918a6,8 of the regions of moldova are located in the forest steppe .
f58eb55044738a0adb91bfef6463e64a188639bd,the majority of the members of the combined scottish universities ( uk parliament constituency ) were unionist .
ffc5d17d75a7ba86a6b300a41ae73d1713500ed5,mitsubishi i - miev has a cleaner fuel economy than the chevrolet volt in the united states .
c640be549b9d6107bd83860a08634d2744e5dd56,the x5 - 150 adw model of the am5x86 processor has the highest voltage .
49886396e658e865c17277e004ab17928eade90e,two of the sports played in the iowa corn cy - hawk series were won by the gymnastics team .
bab0652f681567d9181d513ff31527300cc8b8c7,only the b001150702 release of modern guilt is available to canadian listeners .
80d41d1ed0e42fb140fd83366c32d85fb4917202,4 episodes of the green grass were filmed by john sullivan .
fb743e89b3d938af58b7aa5efec0409bdca18958,"in the 2008 victoria cup , of the players that were roughing , most of them were from abroad ."
ffb3d1d24cae441ad4f799148ca08a6fbab23f91,the majority of the schools in the indiana high school athletics conference are in the ihsaa football class .
a230228550d56b4142f66fe5432bc63843c5568a,most players in the 1989 masters tournament received more than 10 million dollars .
4b56294a30fbe03192f28d3cbc022eb264e72c7d,most of the players born in the 1980 's were born in the 1979 's .
feb255058cf63850631843f101daa5e94d95c5d2,"in the list of sons of anarchy episodes , the one titled "" gilead "" had more viewers than the episode titled "" fa guan . "" ."
dbf6a97df8a18c880bb569f3f29954a6fce794a7,unix is the only computer system emulator that is licensed under the GNU GPL .
767326b12c155095c41678ec01ee24d511015037,"the average gender of the candidates in the 2008 canadian federal election is 33,83 ."
f4a853682ca7cbed895e39bf67d09833d58900c4,mike skinner was the driver for all of the teams in the 2008 nascar craftsman truck series .
03996e19da354f0aa9d856bea02dfefc37c159ea,"of australian submissions for the academy award for best foreign language film , the home song stories were submitted 2 times ."
f90e3f2bb4931490744156b3b8c05210a8dacbd3,the average crowd attendance for games in the 1978 vfl season was 21012 .
99c0d8b137d64c55abb5f16a90ee9bbdea2f83fe,"in the 2007 - 08 minnesota wild season , the majority of the time , the decision was for backstrom ."
db4e96a32b41e35356cc645900fb9330962133c2,"in the list of appalachian regional commission counties , the county with the highest unemployment rate is schoharie ."
3f4588dad52971351a42e69b0610674424e67add,the average score of pipat thonkanya 's competitions is 29 .
b45fa872e3e4b113ed03af1f67c5fbd0434d2d30,"in the united states house of representatives elections of 1974 , the incumbent with the earliest date of first election is bill harsha ."
7a41fca4d07f68f253bd3763c758db4444222e41,"in the quad cities media in the quad cities , for those that started before 1000 , the only one with the format is 194 ."
2cd16e45f521b2e6acef15c7a5c61f2f8484355c,four of the headphones produced by the grado labs were constructed by comfort pads .
c6c968bc31e4e0a08d1720136d6615b52cfb25f5,hatem aqel 's competition against kuwait was the only one in which he played in the amman competition .
56e94738881593e5e5a8c8ba551b7268a3b60146,ed hospodar was the only player from the united states in the 1979 - 80 new york rangers season .
b7564eb4b59552c568066236b7addef672ed30dd,the majority of marsel ilhan 's tennis tournaments were on a hard surface .
6241034d37bc7f8f621084f037923927ba69d76a,"in the 1944 vfl season , among the games where away team scored below 10000 , 3 of them were played in total ."
62eb15f32b51017385e6434b88915271430f473e,"in the 1959 vfl season , when the crowd was under 20000 , the only time the venue was kardinia park was when the game was on 30 may 1959 ."
034d79777c5b44c62fc1eacd7d79577358ad304e,only three of the teams in the 2006 - 07 welsh rugby union season won more than 50 points .
78f3a34ff00cd4607f2ad6ed7dfaa085e4cf4ae8,yuval naimi was the third tallest player in the fiba eurobasket 2009 squads .
c0096da0af28a39fc3f301d39c1ebdb3bac730c8,"in the 1978 united states house of representatives elections , the only incumbent who was first elected in 1972 was gene taylor ."
71c78a43e16674133a2d19a68667a0fff85bab05,most of kieron brady 's competitions took place in division 2 .
26a1b62ac6e2d28ec85a1fcb2505d79f42feab1c,the average population in 2009 for the coast province was 554218 .
5ce3b28a8fa637865838471716ffa96f534684e5,the majority of the artists were from the united states .
826029e11885951139daf8377966cb3dce2245d4,most of the incumbents of the 1962 united states house of representatives elections were reelected .
b3f022af7770530635b6ea1170dc56c570734a47,"in the 1963 season , the new york giants played 4 games in the month of october ."
1977b0da01dd89e3e98dd8051ce2f4e1c11d2949,imperfect season had a higher number of draws than any other team in the league .
50cdf445bdf6be70e08712421e43b6dc57a79f36,the only year that dick rathmann finished in 16th place was in 1960 .
9d5c9930066e231219f7d4f4bae2524342949c56,the average number of floors of the tallest buildings in boston is 21.43 .
d1de07bec6bf49a24f6d438d9092d23112dcc98d,the game against the pittsburgh steelers had the most attendance in the 1947 season .
7a73a600e58a3716e6d5c736f1527bf21ce33542,"the second time hong yong - jo came to the tournament in china , the competition was the same ."
f877638aa87d09254403009ccdda025512fc71da,14 nations were represented in judo at the 1997 mediterranean games .
257297a80420eadaa53709b65561842566fd72fc,"in the 1977-78 san antonio spurs season , the only player drafted from arizona was jerome gladney ."
1c834f2c69eea87f796ca2ca8099368e6be33973,"in the 1996 atp super 9 , among the games played in may , 2 of them were played on a clay surface ."
c94c9e5596961fdd0aae54283cb0fb45c8adfd0f,the average number of wins that randy lajoie had was 160261 .
0b4430a1ad961e6fd6002cd8eabb7e0b06afb8cc,"in the 1969 vfl season , windy hill was the only venue to play at princes park ."
16543047b414fd9c0f5f12b4ef5c6e13aaa86f98,sheri - ann brooks finished in 5th place on average .
19b26a368242e18fec7c825f4cc95c91f61efcb9,vegetable shortening is the only vegetable oil listed .
c3eaee3e1947777dea7201e582c46e68a439103a,"of the competitions that jid hasan ameli has participated in , all of them were in kuala lumpur ."
68353e5d60bff6c653749586f4e162d81e851ba4,st joseph 's school is the only one in the hawke 's bay region that has integrated authority .
d9ab3d2d12f7eae79b9520382ff113287ea87069,the auburn tigers football rivalry against the auburn tennessee football team was played 3 times .
b6547b551cacd93dcc5d0b36af67ac987d3f030a,"the match on october 13 , 2007 , was the only one in which niger scored more than 21 points ."
b64048fb5113419ded1ccce0c86242dab7705512,sampaloc has a higher population in 2010 than any other district in manila .
0ddf072a864542b396da75457ab095bc2fb2da26,gore high school is the only school in the southland region with a roll of 9-15 .
098d2e3051e6e68542773f1c42e5c3785bb20da0,"in the 1979 - 80 philadelphia flyers season , the average attendance for games in march 15th was 15000 ."
e282ece59297b5732a2be1a4ce92d4c68db4d752,the average number of balls for the 1969 player 's county league is 670 .
90474b4489fa4db6558fc39f8ebcfa9aea56ebba,most of the events that césar cielo competed in were in the medley venue .
92fcbbc7b663d2d6c9a95e665e66ee26b0f0a665,the episode smart girl aired earlier than the episode number 1 fan .
0da9bf5300f3b1be177b7df5770eae94b1d78569,the players in the turkish cup have an average rate of 26.2 per season .
